	Ensifer	Pantoea	Enterobacter	Pseudomonas	Bacillus	Lysobacter	Rhizobium	Acinetobacter	Streptomyces	Pseudoxanthomonas	Anoxybacillus	Chryseobacterium	Tepidimonas	Acidibacter	Novosphingobium	Methylobacillus	Arthrobacter	Glycomyces	Bryobacter	Blastocatella	Steroidobacter	Gaiella	Hyphomicrobium	Chryseolinea	Massilia	unidentified_Nitrospiraceae	Bradyrhizobium	Ohtaekwangia	Roseiflexus	Devosia	Promicromonospora	Serratia	Agromyces	Phenylobacterium	Enterococcus	Flavisolibacter	Methylotenera	Dyadobacter	unidentified_Methylophilaceae	Altererythrobacter	Cellulosimicrobium	Candidatus_Nitrososphaera	Variovorax	Solirubrobacter	Woodsholea	Candidatus_Entotheonella	Sporosarcina	Terribacillus	Illumatobacter	Gemmatimonas	Terrimonas	Chitinophaga	Bifidobacterium	Lysinibacillus	Modestobacter	Nocardioides	unidentified_Gemmatimonadetes	Methylophilus	Iamia	Opitutus	Aeromicrobium	Pseudonocardia	Aquicella	Polycyclovorans	Bosea	Marmoricola	Paenibacillus	Microvirga	Skermanella	Sorangium	Cellvibrio	Candidatus_Glomeribacter	Flavobacterium	Pedomicrobium	Niastella	Ramlibacter	Haloferula	Parasegetibacter	unidentified_GR-WP33-30	Variibacter	Kribbella	Lysinimonas	Exiguobacterium	Rhizocola	Bdellovibrio	Escherichia-Shigella	Dongia	Paucibacter	Fictibacillus	Candidatus_Alysiosphaera	Nordella	Sphingopyxis	Mycobacterium	Simiduia	Parafilimonas	Domibacillus	Reyranella	Polyangium	Ferruginibacter	Solitalea	Staphylococcus	Luteibacter	Blautia	Blastococcus	Acidovorax	Dechloromonas	Rhizobacter	Cellulomonas	unidentified_Cytophagaceae	Corynebacterium_1	Marinicella	Nitrosospira	Actinophytocola	Euzebya	Paracocccus	Rubellimicrobium	AKYG587	Aquabacterium	Niabella	Sporocytophaga	Nitrolancea	Luteolibacter	Agaricicola	Prosthecobacter
Luteibacter	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0.732142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717857142857143	0	0	0	0	0	0	0	0	0	0	0	0.703571428571429	0	0	0.789285714285714	0	0	0	0	0	0.710714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7828421356528	0	0	0	0	0	0.710714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia	-0.926656223349523	0	0	0	0	0	0	-0.753805136458399	-0.737031590772208	0	0	0	0	0	0.87835560939115	0	0	0.862255404738359	0.894455814043941	0	0	0.960645544283193	0.815743702408074	0	0.838999553573217	-0.710197916350889	0.883722344275414	0	0.901611460556293	0	0.883722344275414	0	0	0	0.894455814043941	0	0	0	0	0	0	0.740609414028383	0.812165879151899	0	0.836626123898543	0	0	0.840788465201305	0.786034334691775	-0.785332204730581	0.733453767516032	0.826477172176602	0.929275215729001	0	0	0.751342883796911	0.827216087989977	0.85331084659792	0	0.940755555628405	0	0.826477172176602	0	-0.896244725672029	0.840074929501827	-0.716204405186128	0.758498530309262	0.880144521019238	0.788910027986756	0.793196378743636	0.82826608380469	0.722720297747505	0.76028744193735	0	0	0	0.872988874506887	0.943599303832723	0.815577766405703	0.865833227994535	0.728087032631768	0	0	0.930234046605699	0	0.903400372184381	0.904208061547486	0.807520466847359	0	0	0	0.830054995432777	0.879032258064516	0	0	0	0	0.939178604746138	0	0	0.874777786134975	0	0	0.865712074768732	0.762757691523226	0.874777786134975	0.908767107068644	0	0	0	0.73524267914412	0.935542004274379	0	0	0	0.917636894144726	0	0.916741638638243	0	0	0	0.862903225806452	0.76923200007779	-0.737455197132617
Blastococcus	-0.845398014072545	0	0	0	0	0.831099527576603	0	0	-0.770330959968851	0	0	0.809651797832691	0	0	0.943700108732143	0	0	0.795353311336749	0.863271122192471	0	0	0.873994987064428	0.902591960056311	0	0.772118270780844	0	0.857909189756493	0	0.913315824928267	0	0.797140622148742	0	0	0	0.916890446552252	0	0	0	0	0	0	0.89544271680834	0.768543649156859	0	0.79641543877895	0	0	0.809651797832691	0.776386404293381	0	0.7095623923611	0.781054824840808	0.833631484794276	0	0	0.738159365352983	0.872093023255814	0.788204068088778	0	0.86278339201053	0	0.856121878944501	0	-0.766756338344866	0.755839701930631	0	0.727435500481027	0.7828421356528	0.816801041080661	0.747763864042934	0.927614311424208	0.825737595140625	0.877569608688413	0	0	0	0.906166581680296	0.893559928443649	0.737924865831843	0.879356919500406	0.809651797832691	-0.707775081549107	0	0.86863305462845	0	0.909741203304282	0.856887298747764	0.914132379248658	0	0	0	0.84897263569653	0.880931418378937	0	0	0	0	0.836461460012581	0	0	0.856121878944501	0	0.865712074768732	0	0.876565295169946	0.809651797832691	0.87578229787642	0	0	0	0	0.870304114490161	0	0	0	0.849731663685152	0	0.873881932021467	0	0	0	0.809310977860324	0.906166581680296	0
Acidovorax	-0.861483811380479	-0.722073568045049	0	0	0	0.789991378900771	0	0	-0.843610703260552	0	0	0.800715243772727	0	0	0.92225237898823	0	0	0.831099527576603	0.886506162748377	0	0	0.809651797832691	0.857909189756493	0	0.722073568045049	0	0.900804649244318	0	0.891868095184355	0	0.807864487020698	0	0	0	0.859696500568486	0	0	0	0	0	0	0.850759946508523	0.720286257233056	0	0.893276775927742	0	0	0.841823392448559	0.769230769230769	0	0	0.861483811380479	0.779964221824687	0	0	0.763181716720881	0.855098389982111	0	0	0.843052378887628	0	0.918677757364245	0	-0.720286257233056	0.804313982101954	0	0	0.813226419456676	0.866845743816457	0.735241502683363	0.7828421356528	0	0	0.752457851848924	0	0	0.886506162748377	0.847942754919499	0.737030411449016	0.949062041168121	0.907953892492289	0	0	0.861483811380479	0.7828421356528	0.91510313574026	0.883720930232558	0.858676207513417	0	0	0	0.91510313574026	0.922113171677139	0	0	0	0	0.788204068088778	0	0	0.884718851936384	0	0.762757691523226	0.876565295169946	0	0.729222811293019	0.91510313574026	0	0	0	0	0.853309481216458	0	0	0	0.84257602862254	0	0.847942754919499	0	0	0	0.888093462430798	0.87578229787642	0
Dechloromonas	-0.910714285714286	0	0	0	0	0.707142857142857	0	-0.748883230224939	-0.742857142857143	0	0	0.746428571428571	0	0	0.821428571428571	0	0	0.878571428571429	0.867857142857143	0.757142857142857	0	0.935714285714286	0.753571428571429	0	0.921428571428571	0	0.9	0	0.907142857142857	0	0.835714285714286	0	-0.764969027532873	0	0.85	0	0	0	0	0	0	0.721428571428571	0.939285714285714	0	0.860220579279185	0	0	0.892857142857143	0.943700108732143	0	0	0.914285714285714	0.938338176296165	0	0	0.853571428571429	0.907953892492289	0.989285714285714	0	0.892478851002154	0	0.892857142857143	0	-0.782142857142857	0.905838704209396	0	0.828571428571429	0.839285714285714	0.864285714285714	0.938338176296165	0.789285714285714	0.782142857142857	0	0	0	0	0.871428571428571	0.897230027620333	0.884718851936384	0.860714285714286	0.8	0	0	0.903571428571429	0	0.867857142857143	0.832886838388596	0.773905581592837	0	0	0	0.821428571428571	0.826477172176602	0	0	0	0	0.935714285714286	0	0.757819784284902	0.785714285714286	0.710714285714286	0.874777786134975	0.809651797832691	0.729222811293019	0	0.864285714285714	0	0	0	0	0.843610703260552	0	0	0	0.866845743816457	0	0.929401622236201	0	0	0	0.860466493110272	0.857142857142857	-0.742398325656471
Rhizobacter	-0.964285714285714	-0.810714285714286	0	0	0	0.717857142857143	0	0	-0.857142857142857	0	0	0.742857142857143	0	0	0.964285714285714	0	0	0.9	0.978571428571429	0	0	0.939285714285714	0.860714285714286	0.721428571428571	0.875	0	0.960714285714286	0	0.953571428571429	0	0.9	0	-0.732797432917005	0	0.932142857142857	0	0	0	0	0	0	0.810714285714286	0.828571428571429	0	0.946242637207103	0	0	0.925	0.840036081636567	-0.703571428571429	0.710714285714286	0.942857142857143	0.916890446552252	0	0	0.828571428571429	0.913315824928267	0.832142857142857	0	0.978500908930073	0	0.935714285714286	0	-0.817857142857143	0.914807404251074	0	0.739285714285714	0.907142857142857	0.903571428571429	0.86863305462845	0.792857142857143	0.7	0.75	0.753571428571429	0	0	0.921428571428571	0.949062041168121	0.852547257320515	0.964285714285714	0.896428571428571	-0.721428571428571	0	0.960714285714286	0.75	0.971428571428571	0.959785906040077	0.891868095184355	0	0	0	0.960714285714286	0.953489897770841	0	0	0	0	0.939285714285714	0	0	0.914285714285714	0	0.908767107068644	0.87578229787642	0.91510313574026	0.864285714285714	0	0	0	0	0.714285714285714	0.943700108732143	0	0	0	0.954423973604099	0	0.94191279792015	0	0	0	0.958856632655105	0.878571428571429	0
Cellulomonas	0	0	0	0	0	0	0	0	0	0.91510313574026	0	0	0	0.82931221676461	0	0	0.91510313574026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80250255458472	0	0.856887298747764	0	0.727435500481027	0	0.738159365352983	0	0	0.710196779964222	0	0	0	0	0	0.841823392448559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865831842576029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.779267514028815	0	0	0	0	0.902591960056311	0.844364937388193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.763181716720881	0	0	0	0	0	0.759607095096895	0	0	0	0.738819320214669	0	0	0
unidentified_Cytophagaceae	0	0	0	0	-0.735714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814285714285714	0	0	0	0	0	0	0	0	0.742857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821110437292338	0	0	0	0	0	0	0	0	0
Corynebacterium_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705987770737114	0	0	0	0	0
Marinicella	-0.717857142857143	0	0	0	0	0	0	0	0	-0.782142857142857	0	0	0	-0.703571428571429	0	0	-0.921428571428571	0.771428571428571	0.728571428571429	0	0	0.721428571428571	0	0.714285714285714	0	0	0.735714285714286	0	0.725	0	0.817857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713266230318991	0	0	0	-0.896428571428571	0	-0.763181716720881	0	0.839285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753571428571429	0.770330959968851	0	0	0	0	0	0.765654176821614	-0.746428571428571	0	0	0	0	0	0	0	0	0.73524267914412	0	0	0	0.714285714285714	-0.763181716720881	0	0	0	0.798927932960734	0	0	0	0.773905581592837	0	0.714924324797078	0	0	0	0.72629812100368	0	0
Nitrosospira	-0.92225237898823	-0.707775081549107	0	0	0	0	0	-0.708407871198569	-0.777480203216822	0	0	0	0	0	0.931188933048194	0	0	0.947274730356128	0.92225237898823	0	0	0.932976243860187	0.804289865396713	0	0.84897263569653	0	0.94191279792015	0	0.950849351980114	0	0.897230027620333	0	0	0	0.850759946508523	0	0	0	0	0	0	0.768543649156859	0.809651797832691	0	0.911214060584925	0	0	0.89544271680834	0.803220035778175	-0.741733986976968	0.700625838301136	0.873994987064428	0.864937388193202	0	0	0.720286257233056	0.889087656529517	0.815013730268669	0	0.923770159844954	0	0.870420365440442	0	-0.924039689800223	0.861764980823522	-0.701252236135957	0.704200459925122	0.947274730356128	0.859696500568486	0.826475849731664	0.823950284328632	0	0.748883230224939	0	0	0	0.934763554672179	0.926654740608229	0.881037567084079	0.911528514116274	0.823950284328632	-0.713137013985085	0	0.929401622236201	0	0.940125487108157	0.960644007155635	0.831842576028623	0	0	0	0.906166581680296	0.932856237754931	0	0	0	0	0.913315824928267	0	0	0.924039689800223	0	0.935542004274379	0.870304114490161	0.853309481216458	0.843610703260552	0.943700108732143	0	0	0	0.798927932960734	0	0	0	0	0.961538461538462	0	0.942754919499106	0	0	0	0.931960982248449	0.798927932960734	-0.745747836900055
Actinophytocola	0	0.704200459925122	0.820375662704647	0	0	0	0	0.73613595706619	0	0	0.845398014072545	0	0.845398014072545	0	0	0.769230769230769	0	0	0	0	0.789803220035778	0	0	0	0	0	0	0	0	0	0	0	0.754919499105546	0	0	0.950849351980114	0	0.818588351892654	0	0.792486583184258	0	0	0	0.806077176208705	0	0	0.800715243772727	0	0	0	0	0	0	0.856121878944501	0	0	0	0	0.795882145263084	0	0	0	0	0	0	0.713774597495528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7828421356528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768336314847943	0	0	0	0	0.737690537341711
Euzebya	0	0	0	0	0	0	0	0	0	0	0	0	-0.710714285714286	0	0	-0.718498946421063	0	0	0.742857142857143	0	0	0	0	0.728571428571429	0	0	0.710714285714286	0	0	0.717857142857143	0.75	0	0	0	0	0	0	0	0	-0.7095623923611	0	0	0	0	0	0	0	0	0	0	0	0.717857142857143	0	0	0	0.707142857142857	0.725648189669034	0	0	0	0	0.721428571428571	0	0	0	0	0	0	0.807142857142857	0	0	0	0	0.910714285714286	0	0	0.703571428571429	0	0	0	0.807142857142857	0	0	0	0.903571428571429	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757142857142857	0
Paracocccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.821110437292338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubellimicrobium	-0.956211284416092	-0.748883230224939	0	0	0	0	0	0	-0.791778689712764	0	0	0	0	0	0.925827000612216	0	0	0.902591960056311	0.924039689800223	0.702413149113129	0	0.949062041168121	0.806077176208705	0	0.865058433004464	0	0.932976243860187	0	0.970509770912033	0	0.86863305462845	0	-0.720930232558139	0	0.866845743816457	0	0	0	0	0	0	0.734584743728998	0.840036081636567	0	0.882514405133432	0	0	0.877569608688413	0.826475849731664	-0.75603247347291	0	0.884718851936384	0.867620751341682	0	0	0.75603247347291	0.882826475849732	0.838248770824574	0	0.948882358365011	0	0.916890446552252	0	-0.913315824928267	0.899467198734551	0	0.716711635609071	0.911528514116274	0.877569608688413	0.851520572450805	0.784629446464793	0.711349703173092	0.741733986976968	0	0	0	0.916890446552252	0.968694096601073	0.870304114490161	0.940125487108157	0.820375662704647	-0.700625838301136	0	0.947274730356128	0	0.963360527664062	0.971377459749553	0.86046511627907	0	0	0	0.913315824928267	0.968666458014238	0	0	0	0	0.950849351980114	0	0	0.888293473560369	0	0.917636894144726	0.849731663685152	0.84257602862254	0.866845743816457	0.954423973604099	0	0	0	0.773905581592837	0.961538461538462	0	0	0	0	0	0.90608228980322	0	0	0	0.95255185889755	0.820375662704647	-0.719785427212058
AKYG587	0	0	0	0	0	0	0	0	0	0.710714285714286	0	0	0	0	0	0	0.728571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.725	0	0.92225237898823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723860878857041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.917857142857143	0.734584743728998	0	0	0	0	0	0	0	0	0	0	0	0	0.759607095096895	0	0	0	0	0	0	0	0	0	0	0	0	0.729222811293019	0	0	0
Aquabacterium	-0.925827000612216	-0.732797432917005	0	0	0	0.727435500481027	0	-0.737030411449016	-0.798927932960734	0	0	0.761394405908888	0	0	0.927614311424208	0	0	0.963360527664062	0.950849351980114	0	0	0.947274730356128	0.788204068088778	0	0.89544271680834	0	0.970509770912033	0	0.950849351980114	0	0.920465068176238	0	-0.745974955277281	0	0.906166581680296	0	0	0	0	0	0	0.806077176208705	0.906166581680296	0	0.939913716036419	0	0	0.945487419544135	0.898926654740608	0	0	0.938338176296165	0.934704830053667	0	0	0.820375662704647	0.964221824686941	0.907953892492289	0	0.929151345242109	0	0.89544271680834	0	-0.845398014072545	0.898569526879527	0	0.770330959968851	0.938338176296165	0.899017338432325	0.912343470483005	0.831099527576603	0.791778689712764	0.702413149113129	0.704200459925122	0	0	0.956211284416092	0.92128801431127	0.888193202146691	0.916890446552252	0.891868095184355	-0.723860878857041	0	0.938338176296165	0	0.925827000612216	0.89087656529517	0.851520572450805	0	0	0	0.888293473560369	0.892569739963212	0	0	0	0	0.924039689800223	0	0.715563506261181	0.891868095184355	0	0.916741638638243	0.873881932021467	0.847942754919499	0.929401622236201	0.94191279792015	0	0	0	0.714924324797078	0.942754919499106	0	0	0	0.90608228980322	0	0	0	0	0	0.931065726741966	0.877569608688413	-0.729633237783368
Niabella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795353311336749	0	0.732797432917005	0	0	0	0	0	0	0	0	0.723860878857041	0	0	0	0	0	0	0.731010122105012	0	0	0	0	0.701880317082405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777081779626948	0	0	0	0	0	0	0.834674149200588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.705987770737114	0	0	0.768336314847943	0	0	0	0	0	0	0	0	0	0	0
Sporocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785332204730581	0	0	0	0	0	0.771428571428571	0	0	0	0	0	0	0	0	0	0.791778689712764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrolancea	0	0	0	0	0	0	0.755813953488372	0	0	0.723860878857041	0.734584743728998	0	0.729222811293019	0.707775081549107	0	0	0.713137013985085	0	0	0	0	0	0	0	0	0	0	0.798927932960734	0	0	0	0	0	0.769230769230769	0	0	0	0.807864487020698	0	0	0	0	0	0	0	0	0.748883230224939	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795353311336749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.773905581592837	0.868515205724508	0	0	0	0.740608228980322	0	0	0	0	0	0	0	0	0.738819320214669	0	0	0	0	0	0	0	0	0.729222811293019	0	0	0	0	0	0	0
Luteolibacter	-0.940967516374226	-0.810376967523811	0	0	0	0	0	0	-0.842577376829393	0	0	0.722720297747505	0	0	0.919500576837172	0	0	0.926656223349523	0.933811869861875	0	0	0.903400372184381	0.797854586127196	0	0.844366288457481	0	0.960645544283193	0	0.951700986142754	0	0.844366288457481	0	-0.777081779626948	0	0.880144521019238	0	0	0	0	0	0	0.797854586127196	0.838999553573217	0	0.937164885568754	0	0	0.924867311721435	0.873769374327076	-0.737031590772208	0	0.932022958233787	0.856759519703905	0	0	0.796065674499108	0.931065726741966	0.838999553573217	0	0.928188210419628	0	0.932022958233787	0	-0.837210641945129	0.899374336290192	0	0.715564651235153	0.915922753580996	0.869411051250711	0.879140907365972	0.762076353565438	0.720931386119417	0	0.711986827978977	0	0	0.932022958233787	0.920322660664174	0.87197886331411	0.969590102423632	0.880144521019238	-0.756709618681174	0	0.937389693118051	0	0.924867311721435	0.934646748767897	0.87197886331411	0	0	0	0.914133841952908	0.938172043010753	0	0	0	0	0.901611460556293	0	0	0.898033637300117	0	0.862903225806452	0.809310977860324	0.888093462430798	0.860466493110272	0.958856632655105	0	0	0	0.72629812100368	0.931960982248449	0	0	0	0.95255185889755	0	0.931065726741966	0	0	0	0	0.85331084659792	0
Agaricicola	-0.853571428571429	0	0	0	0	0.817857142857143	0	0	-0.725	0	0	0.857142857142857	0	0	0.914285714285714	0	0	0.814285714285714	0.885714285714286	0	0	0.842857142857143	0.878571428571429	0	0.853571428571429	0	0.882142857142857	0	0.9	0	0.796428571428571	0	0	0	0.921428571428571	0	0	0	0	0	0	0.885714285714286	0.853571428571429	0	0.831546559969879	0.742857142857143	0	0.892857142857143	0.911528514116274	0	0	0.892857142857143	0.859696500568486	0	0	0.9	0.94191279792015	0.864285714285714	0	0.863804831692848	0	0.917857142857143	0	0	0.848439023942662	0	0.832142857142857	0.785714285714286	0.9	0.795353311336749	0.878571428571429	0.821428571428571	0.760714285714286	0.739285714285714	0	0	0.892857142857143	0.852547257320515	0.800715243772727	0.885714285714286	0.907142857142857	0	0	0.85	0.75	0.882142857142857	0.827524905952618	0.938338176296165	0	0	0	0.885714285714286	0.855099758226008	0	0	0	0.767857142857143	0.839285714285714	0	0.713137013985085	0.817857142857143	0	0.76923200007779	0.906166581680296	0.87578229787642	0.857142857142857	0.878571428571429	0	0	0	0	0.798927932960734	0	0.757142857142857	0	0.820375662704647	0	0.877569608688413	0	0	0	0.85331084659792	0	0
Prosthecobacter	0	0	0	0	0	0	0	0.923008427183622	0.708409004722802	0.783543293102493	0	0	0	0.756709618681174	0	0	0.713775739607065	-0.713775739607065	0	0	0.761862436016743	-0.72629812100368	0	0	0	0	0	0	0	0	0	0.824688260548514	0.821844554951081	0	0	0.792487851242932	0	0	0	0	0.718890171705576	0	0	0.797854586127196	-0.709157336780954	0	0.713775739607065	-0.729875944259856	0	0.797854586127196	0	0	0	0.713775739607065	0	0	0	0	0	-0.701975996661653	0	0	0	0.76923200007779	0	0.913160616612313	0	0	0	-0.778872290639914	0	0	0	0	0	0	0	-0.706356594614818	0	0	0	0.771020911705877	0	-0.717353562863241	0	0	0	0	0.799643497755284	0	0	0	0	0	0	0	0	-0.72629812100368	0	0	0	0	-0.737455197132617	0	0	-0.742398325656471	0	0	0	0	0	-0.745747836900055	0.737690537341711	0	0	-0.719785427212058	0	-0.729633237783368	0	0	0	0	0	0
